Rank;Sourceid;Title;Issn;SJR;SJR Best Quartile;Year;Categories
1994;15559;American Politics Research;15523373, 1532673X;1,592;Q1;2020;Sociology and Political Science (Q1)
1995;15000154802;EuroIntervention;1774024X, 19696213;1,592;Q1;2020;"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1)"
1996;4000148904;Acta Physiologica;17481716, 17481708;1,591;Q1;2020;Physiology (Q1)
1997;22120;Gene Expression;15553884, 10522166;1,591;Q1;2020;"Genetics (Q1); Molecular Biology (Q2)"
1998;18378;IEEE Transactions on Intelligent Transportation Systems;15580016, 15249050;1,591;Q1;2020;"Automotive Engineering (Q1); Computer Science Applications (Q1); Mechanical Engineering (Q1)"
1999;12058;Assessment;10731911, 15523489;1,59;Q1;2020;"Applied Psychology (Q1); Clinical Psychology (Q1)"
2000;16791;Biochimica et Biophysica Acta - Bioenergetics;00052728, 18792650;1,59;Q1;2020;"Biochemistry (Q1); Biophysics (Q1); Cell Biology (Q2)"
2001;16900154701;Myrmecological News;19973500, 19944136;1,59;Q1;2020;Insect Science (Q1)
2002;27062;American Journal of Pathology;00029440, 15252191;1,589;Q1;2020;Pathology and Forensic Medicine (Q1)
2003;21100872126;EFORT Open Reviews;20585241, 23967544;1,588;Q1;2020;"Orthopedics and Sports Medicine (Q1); Surgery (Q1)"
2004;22101;European Journal of Human Genetics;10184813, 14765438;1,587;Q1;2020;"Genetics (Q1); Genetics (clinical) (Q1)"
2005;13300154704;Geography Compass;17498198;1,587;Q1;2020;"Atmospheric Science (Q1); Computers in Earth Sciences (Q1); Earth-Surface Processes (Q1); Social Sciences (miscellaneous) (Q1); Water Science and Technology (Q1)"
2006;24772;Knowledge-Based Systems;9507051;1,587;Q1;2020;"Artificial Intelligence (Q1); Information Systems and Management (Q1); Management Information Systems (Q1); Software (Q1)"
2007;12246;Structural Control and Health Monitoring;15452263, 15452255;1,587;Q1;2020;"Building and Construction (Q1); Civil and Structural Engineering (Q1); Mechanics of Materials (Q1)"
2008;29451;Aggression and Violent Behavior;13591789;1,586;Q1;2020;"Clinical Psychology (Q1); Pathology and Forensic Medicine (Q1); Psychiatry and Mental Health (Q1)"
2009;27188;Language Learning and Technology;10943501;1,585;Q1;2020;"Computer Science Applications (Q1); Education (Q1); Linguistics and Language (Q1)"
2010;21376;Vaccine;0264410X, 18732518;1,585;Q1;2020;"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Molecular Medicine (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1)"
2011;28611;Geoforum;167185;1,584;Q1;2020;Sociology and Political Science (Q1)
2012;29047;New Journal of Physics;13672630;1,584;Q1;2020;Physics and Astronomy (miscellaneous) (Q1)
2013;26183;Journal of Computer Assisted Learning;13652729, 02664909;1,583;Q1;2020;"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)"
2014;26884;Current Opinion in Colloid and Interface Science;13590294;1,582;Q1;2020;"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1)"
2015;19900193571;Fluids and Barriers of the CNS;20458118;1,582;Q1;2020;"Medicine (miscellaneous) (Q1); Neurology (Q1); Cellular and Molecular Neuroscience (Q2); Developmental Neuroscience (Q2)"
2016;21100782247;BMJ Open Respiratory Research;20524439;1,581;Q1;2020;Pulmonary and Respiratory Medicine (Q1)
2017;21100787508;Journal of Global Health;20472986, 20472978;1,581;Q1;2020;"Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1)"
2018;13507;International Journal of Climatology;10970088, 08998418;1,58;Q1;2020;Atmospheric Science (Q1)
2019;17472;Journal of Banking and Finance;3784266;1,58;Q1;2020;"Economics and Econometrics (Q1); Finance (Q1)"
2020;11700154648;Tissue Engineering - Part B: Reviews;19373368, 19373376;1,579;Q1;2020;"Biochemistry (Q1); Bioengineering (Q1); Biomaterials (Q1); Biomedical Engineering (Q1)"
2021;3900148209;International Journal of Clinical and Health Psychology;16972600;1,578;Q1;2020;Clinical Psychology (Q1)
2022;15653;Journal of Marriage and Family;17413737, 00222445;1,578;Q1;2020;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1)"
2023;29561;Journals of Gerontology - Series B Psychological Sciences and Social Sciences;10795014, 17585368;1,578;Q1;2020;"Clinical Psychology (Q1); Geriatrics and Gerontology (Q1); Gerontology (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1); Medicine (miscellaneous) (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)"
2024;13679;Ear and Hearing;15384667, 01960202;1,577;Q1;2020;"Otorhinolaryngology (Q1); Speech and Hearing (Q1)"
2025;17600155126;Energy for Sustainable Development;9730826;1,577;Q1;2020;"Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
2026;28367;HPB;14772574, 1365182X;1,577;Q1;2020;"Gastroenterology (Q1); Hepatology (Q1)"
2027;19240;Journal of Rheumatology;14992752, 0315162X;1,577;Q1;2020;"Rheumatology (Q1); Immunology (Q2); Immunology and Allergy (Q2)"
2028;25465;Current Diabetes Reports;15344827, 15390829;1,576;Q1;2020;"Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)"
2029;21100857212;Current Opinion in Systems Biology;24523100;1,576;Q1;2020;"Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Computer Science Applications (Q1); Drug Discovery (Q1); Modeling and Simulation (Q1)"
2030;12140;Journal of Time Series Analysis;01439782, 14679892;1,576;Q1;2020;"Applied Mathematics (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
2031;16440;Journal of Translational Medicine;14795876;1,576;Q1;2020;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
2032;21088;Diseases of the Colon and Rectum;00123706, 15300358;1,575;Q1;2020;"Gastroenterology (Q1); Medicine (miscellaneous) (Q1)"
2033;16136;Reviews in Environmental Science and Biotechnology;15691705, 15729826;1,575;Q1;2020;"Applied Microbiology and Biotechnology (Q1); Environmental Engineering (Q1); Pollution (Q1); Waste Management and Disposal (Q1)"
2034;20346;Scandinavian Journal of Medicine and Science in Sports;16000838, 09057188;1,575;Q1;2020;"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
2035;22652;Mammal Review;03051838, 13652907;1,574;Q1;2020;"Agricultural and Biological Sciences (miscellaneous) (Q1); Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
2036;17811;"Materials Science &amp; Engineering A: Structural Materials: Properties, Microstructure and Processing";9215093;1,574;Q1;2020;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1)"
2037;29586;Journal of Guidance, Control, and Dynamics;15333884, 07315090;1,573;Q1;2020;"Aerospace Engineering (Q1); Applied Mathematics (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Space and Planetary Science (Q1)"
2038;21100349321;Journal of Hydrology: Regional Studies;22145818;1,573;Q1;2020;"Earth and Planetary Sciences (miscellaneous) (Q1); Water Science and Technology (Q1)"
2039;28488;Economic Theory;14320479, 09382259;1,572;Q1;2020;Economics and Econometrics (Q1)
2040;14356;Environment and Behavior;1552390X, 00139165;1,572;Q1;2020;Environmental Science (miscellaneous) (Q1)
2041;31405;Journal of Archaeological Science;03054403, 10959238;1,572;Q1;2020;"Archeology (Q1); Archeology (arts and humanities) (Q1); History (Q1)"
2042;30084;Journal of Sex Research;00224499, 15598519;1,572;Q1;2020;"Gender Studies (Q1); History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1)"
2043;21100310046;APL Materials;2166532X;1,571;Q1;2020;"Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
2044;26438;Ergodic Theory and Dynamical Systems;14694417, 01433857;1,571;Q1;2020;"Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1)"
2045;21100228518;JAMA Otolaryngology - Head and Neck Surgery;2168619X, 21686181;1,571;Q1;2020;"Medicine (miscellaneous) (Q1); Otorhinolaryngology (Q1); Surgery (Q1)"
2046;25696;Nonlinearity;09517715, 13616544;1,571;Q1;2020;"Applied Mathematics (Q1); Mathematical Physics (Q1); Physics and Astronomy (miscellaneous) (Q1); Statistical and Nonlinear Physics (Q1)"
2047;29139;Public Relations Review;3638111;1,571;Q1;2020;"Communication (Q1); Marketing (Q1); Organizational Behavior and Human Resource Management (Q1)"
2048;28690;Advances in Cancer Research;0065230X;1,57;Q1;2020;"Oncology (Q1); Cancer Research (Q2)"
2049;14841;Cephalalgia;14682982, 03331024;1,57;Q1;2020;"Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
2050;21100338359;IEEE Journal of Emerging and Selected Topics in Power Electronics;21686785, 21686777;1,57;Q1;2020;"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1)"
2051;17370;IEEE Transactions on Power Delivery;19374208, 08858977;1,57;Q1;2020;"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1)"
2052;21100199330;Advances in Calculus of Variations;18648266, 18648258;1,569;Q1;2020;"Analysis (Q1); Applied Mathematics (Q1)"
2053;19889;Journal of Strength and Conditioning Research;10648011, 15334287;1,569;Q1;2020;"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)"
2054;14160;Molecular Neurobiology;08937648, 15591182;1,569;Q1;2020;"Neurology (Q1); Neuroscience (miscellaneous) (Q1); Cellular and Molecular Neuroscience (Q2)"
2055;26356;Revista Matematica Iberoamericana;2132230;1,569;Q1;2020;Mathematics (miscellaneous) (Q1)
2056;21100854907;Borderline Personality Disorder and Emotion Dysregulation;20516673;1,568;Q1;2020;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2)"
2057;21100464956;Exposure and Health;24519766, 24519685;1,568;Q1;2020;"Health, Toxicology and Mutagenesis (Q1); Pollution (Q1); Public Health, Environmental and Occupational Health (Q1); Water Science and Technology (Q1)"
2058;22992;Journal of Retailing and Consumer Services;9696989;1,568;Q1;2020;Marketing (Q1)
2059;21100316072;Trends in Environmental Analytical Chemistry;22141588;1,568;Q1;2020;"Analytical Chemistry (Q1); Environmental Chemistry (Q1)"
2060;16711;Annals of Botany;03057364, 10958290;1,567;Q1;2020;Plant Science (Q1)
2061;17929;BMC Bioinformatics;14712105;1,567;Q1;2020;"Applied Mathematics (Q1); Biochemistry (Q1); Computer Science Applications (Q1); Molecular Biology (Q2); Structural Biology (Q2)"
2062;15652;Engineering Structures;18737323, 01410296;1,567;Q1;2020;Civil and Structural Engineering (Q1)
2063;20896;Telematics and Informatics;7365853;1,567;Q1;2020;"Communication (Q1); Computer Networks and Communications (Q1); Electrical and Electronic Engineering (Q1); Law (Q1)"
2064;21100407152;Earth Surface Dynamics;2196632X, 21966311;1,566;Q1;2020;"Earth-Surface Processes (Q1); Geophysics (Q1)"
2065;12100156754;Sport Management Review;14413523;1,566;Q1;2020;"Business and International Management (Q1); Management Science and Operations Research (Q1); Marketing (Q1); Organizational Behavior and Human Resource Management (Q1); Sports Science (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1)"
2066;20106;CNS Drugs;11791934, 11727047;1,565;Q1;2020;"Neurology (clinical) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
2067;5700176815;Journalism;14648849, 17413001;1,565;Q1;2020;"Arts and Humanities (miscellaneous) (Q1); Communication (Q1)"
2068;14161;Molecular Plant-Microbe Interactions;8940282;1,565;Q1;2020;"Agronomy and Crop Science (Q1); Medicine (miscellaneous) (Q1); Physiology (Q1)"
2069;22704;Ambio;16547209, 00447447;1,564;Q1;2020;"Ecology (Q1); Environmental Chemistry (Q1); Geography, Planning and Development (Q1); Medicine (miscellaneous) (Q1)"
2070;21933;Decision Support Systems;1679236;1,564;Q1;2020;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)"
2071;16767;Journal of Neurosurgery;19330693, 00223085;1,564;Q1;2020;"Neurology (clinical) (Q1); Surgery (Q1)"
2072;21100857408;Algebraic Geometry;23131691, 22142584;1,563;Q1;2020;"Algebra and Number Theory (Q1); Geometry and Topology (Q1)"
2073;12595;Breast;15323080, 09609776;1,563;Q1;2020;"Medicine (miscellaneous) (Q1); Oncology (Q1); Surgery (Q1); Cancer Research (Q2)"
2074;17225;Journal of Magnetic Resonance Imaging;15222586, 10531807;1,563;Q1;2020;Radiology, Nuclear Medicine and Imaging (Q1)
2075;21103;Milbank Quarterly;0887378X, 14680009;1,563;Q1;2020;"Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1)"
2076;19500157075;Rice;19398425, 19398433;1,562;Q1;2020;"Agronomy and Crop Science (Q1); Plant Science (Q1); Soil Science (Q1)"
2077;13631;American Statistician;00031305, 15372731;1,561;Q1;2020;"Mathematics (miscellaneous) (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
2078;18080;Robotics and Computer-Integrated Manufacturing;7365845;1,561;Q1;2020;"Computer Science Applications (Q1); Control and Systems Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Mathematics (miscellaneous) (Q1); Software (Q1)"
2079;16313;Fuel;00162361, 18737153;1,56;Q1;2020;"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Organic Chemistry (Q1)"
2080;15039;African Affairs;00019909, 14682621;1,559;Q1;2020;"Geography, Planning and Development (Q1); Sociology and Political Science (Q1)"
2081;144771;Clinical Trials;17407753, 17407745;1,559;Q1;2020;"Medicine (miscellaneous) (Q1); Pharmacology (Q1)"
2082;15041;Coastal Engineering;3783839;1,559;Q1;2020;"Environmental Engineering (Q1); Ocean Engineering (Q1)"
2083;16714;Journal of Headache and Pain;11292377, 11292369;1,559;Q1;2020;"Anesthesiology and Pain Medicine (Q1); Medicine (miscellaneous) (Q1); Neurology (clinical) (Q1)"
2084;21100790929;Frontiers in Marine Science;22967745;1,558;Q1;2020;"Aquatic Science (Q1); Environmental Science (miscellaneous) (Q1); Global and Planetary Change (Q1); Ocean Engineering (Q1); Oceanography (Q1); Water Science and Technology (Q1)"
2085;21100220500;Plant Reproduction;21947961, 21947953;1,558;Q1;2020;"Plant Science (Q1); Cell Biology (Q2)"
2086;12770;British Journal of Educational Psychology;00070998, 20448279;1,557;Q1;2020;"Developmental and Educational Psychology (Q1); Education (Q1)"
2087;38062;Exercise Immunology Review;10775552;1,557;Q1;2020;"Sports Science (Q1); Immunology (Q2)"
2088;19600161806;Journal of Family Business Strategy;18778585;1,557;Q1;2020;"Economics and Econometrics (Q1); Strategy and Management (Q1)"
2089;20731;Research in Higher Education;1573188X, 03610365;1,557;Q1;2020;Education (Q1)
2090;21100897795;Cell Death Discovery;20587716;1,556;Q2;2020;"Cancer Research (Q2); Cell Biology (Q2); Cellular and Molecular Neuroscience (Q2); Immunology (Q2)"
2091;4900152303;Global Environmental Politics;15263800;1,555;Q1;2020;"Management, Monitoring, Policy and Law (Q1); Political Science and International Relations (Q1); Renewable Energy, Sustainability and the Environment (Q1); Global and Planetary Change (Q2)"
2092;11500153509;Journal of Oncology Practice;15547477, 1935469X;1,555;Q1;2020;"Health Policy (Q1); Oncology (Q1); Oncology (nursing) (Q1)"
2093;28534;American Journal of Geriatric Psychiatry;15457214, 10647481;1,554;Q1;2020;"Geriatrics and Gerontology (Q1); Psychiatry and Mental Health (Q1)"
2094;22483;Atherosclerosis;00219150, 18791484;1,554;Q1;2020;Cardiology and Cardiovascular Medicine (Q1)
2095;19618;Applied and Environmental Microbiology;00992240, 10985336;1,552;Q1;2020;"Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1); Ecology (Q1); Food Science (Q1)"
2096;24451;Child Abuse and Neglect;1452134;1,552;Q1;2020;"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Social Work (Q1)"
2097;130134;Esophagus;16129067, 16129059;1,552;Q1;2020;Gastroenterology (Q1)
2098;21594;Systematic Entomology;13653113, 03076970;1,552;Q1;2020;"Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1)"
2099;20577;World Journal of Urology;07244983, 14338726;1,552;Q1;2020;Urology (Q1)
2100;21250;International Reviews of Immunology;15635244, 08830185;1,551;Q2;2020;"Immunology (Q2); Immunology and Allergy (Q2)"
2101;21100463842;Climate Services;24058807;1,55;Q1;2020;"Atmospheric Science (Q1); Global and Planetary Change (Q2)"
2102;13356;Health Economics (United Kingdom);10579230, 10991050;1,55;Q1;2020;Health Policy (Q1)
2103;20230;Journal of General Virology;00221317, 14652099;1,55;Q2;2020;Virology (Q2)
2104;20624;Clinical Pharmacokinetics;11791926, 03125963;1,549;Q1;2020;"Pharmacology (Q1); Pharmacology (medical) (Q1)"
2105;23269;Computers, Environment and Urban Systems;1989715;1,549;Q1;2020;"Ecological Modeling (Q1); Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Urban Studies (Q1)"
2106;5700181569;Journal of Gambling Studies;10505350, 15733602;1,549;Q1;2020;"Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1)"
2107;19400158804;Translational Stroke Research;18684483, 1868601X;1,549;Q1;2020;"Cardiology and Cardiovascular Medicine (Q1); Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)"
2108;5700191211;World Journal of Emergency Surgery;17497922;1,549;Q1;2020;"Emergency Medicine (Q1); Surgery (Q1)"
2109;14277;Health Psychology;19307810, 02786133;1,548;Q1;2020;"Applied Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
2110;144830;Journal of Dynamics and Differential Equations;10407294;1,548;Q1;2020;Analysis (Q1)
2111;24024;Marine Pollution Bulletin;0025326X, 18793363;1,548;Q1;2020;"Aquatic Science (Q1); Oceanography (Q1); Pollution (Q1)"
2112;21727;BMC Genomics;14712164;1,547;Q1;2020;"Biotechnology (Q1); Genetics (Q1)"
2113;21100428281;Lupus Science and Medicine;20538790;1,547;Q1;2020;"Medicine (miscellaneous) (Q1); Immunology (Q2)"
2114;21100904993;Materials Today Advances;25900498;1,547;Q1;2020;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1)"
2115;12177;Climatic Change;15731480, 01650009;1,546;Q1;2020;"Atmospheric Science (Q1); Global and Planetary Change (Q2)"
2116;28879;European Journal of Teacher Education;14695928, 02619768;1,546;Q1;2020;Education (Q1)
2117;21100468501;Open Forum Infectious Diseases;23288957;1,546;Q1;2020;"Neurology (clinical) (Q1); Oncology (Q1)"
2118;5800207756;International Journal of Multilingualism;14790718;1,545;Q1;2020;Linguistics and Language (Q1)
2119;28824;IEEE Transactions on Energy Conversion;08858969, 15580059;1,544;Q1;2020;"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1)"
2120;15313;Suicide and Life-Threatening Behavior;03630234, 1943278X;1,544;Q1;2020;"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1); Public Health, Environmental and Occupational Health (Q1)"
2121;18422;Biology of the Cell;02484900, 1768322X;1,543;Q1;2020;"Medicine (miscellaneous) (Q1); Cell Biology (Q2)"
2122;22064;Clinical Genetics;00099163, 13990004;1,543;Q1;2020;"Genetics (Q1); Genetics (clinical) (Q1)"
2123;18483;Cellular Microbiology;14625814, 14625822;1,542;Q1;2020;"Microbiology (Q1); Immunology (Q2); Virology (Q2)"
2124;13760;Habitat International;1973975;1,542;Q1;2020;"Nature and Landscape Conservation (Q1); Urban Studies (Q1)"
2125;27242;Laboratory Investigation;15300307, 00236837;1,542;Q1;2020;"Pathology and Forensic Medicine (Q1); Cell Biology (Q2); Molecular Biology (Q2)"
2126;27365;World Bank Economic Review;1564698X, 02586770;1,542;Q1;2020;"Accounting (Q1); Development (Q1); Economics and Econometrics (Q1); Finance (Q1)"
2127;22669;Advanced Synthesis and Catalysis;16154169, 16154150;1,541;Q1;2020;"Catalysis (Q1); Organic Chemistry (Q1)"
2128;21100817619;International Soil and Water Conservation Research;20956339;1,541;Q1;2020;"Agronomy and Crop Science (Q1); Nature and Landscape Conservation (Q1); Soil Science (Q1); Water Science and Technology (Q1)"
2129;16751;Journal of Neurology;03405354, 14321459;1,541;Q1;2020;"Neurology (Q1); Neurology (clinical) (Q1)"
2130;21996;Behavioral Disorders;1987429;1,54;Q1;2020;"Clinical Psychology (Q1); Developmental and Educational Psychology (Q1); Education (Q1)"
2131;22040;Chemical Geology;92541;1,54;Q1;2020;"Geochemistry and Petrology (Q1); Geology (Q1)"
2132;21100454936;Journal of Applied Volcanology;21915040;1,54;Q1;2020;"Geochemistry and Petrology (Q1); Geophysics (Q1); Safety Research (Q1)"
2133;23825;Journal of Atherosclerosis and Thrombosis;18803873, 13403478;1,54;Q1;2020;"Biochemistry (medical) (Q1); Cardiology and Cardiovascular Medicine (Q1); Internal Medicine (Q1)"
2134;19875;Journal of Common Market Studies;14685965, 00219886;1,54;Q1;2020;"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1); Political Science and International Relations (Q1)"
2135;16259;Journal of Composites for Construction;10900268, 19435614;1,54;Q1;2020;"Building and Construction (Q1); Ceramics and Composites (Q1); Civil and Structural Engineering (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
2136;5300152235;Neuroscience Bulletin;16737067;1,54;Q1;2020;"Medicine (miscellaneous) (Q1); Physiology (Q1); Neuroscience (miscellaneous) (Q2)"
2137;21100327967;Trends in hearing;23312165;1,54;Q1;2020;"Otorhinolaryngology (Q1); Speech and Hearing (Q1)"
2138;12869;Cognitive Development;8852014;1,539;Q1;2020;"Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
2139;26950;Journal of Colloid and Interface Science;10957103, 00219797;1,538;Q1;2020;"Biomaterials (Q1); Colloid and Surface Chemistry (Q1); Electronic, Optical and Magnetic Materials (Q1); Surfaces, Coatings and Films (Q1)"
2140;12775;British Journal of Psychology;20448295, 00071269;1,536;Q1;2020;Psychology (miscellaneous) (Q1)
2141;29127;Cancer Gene Therapy;14765500, 09291903;1,535;Q1;2020;"Molecular Medicine (Q1); Cancer Research (Q2); Molecular Biology (Q2)"
2142;14946;Group Processes and Intergroup Relations;14617188, 13684302;1,535;Q1;2020;"Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Cultural Studies (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)"
2143;19700184600;Acta Ophthalmologica;1755375X, 17553768;1,534;Q1;2020;"Medicine (miscellaneous) (Q1); Ophthalmology (Q1)"
2144;25181;Electrochimica Acta;134686;1,534;Q1;2020;"Chemical Engineering (miscellaneous) (Q1); Electrochemistry (Q1)"
2145;12383;International Journal of Impact Engineering;0734743X;1,534;Q1;2020;"Aerospace Engineering (Q1); Automotive Engineering (Q1); Civil and Structural Engineering (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Ocean Engineering (Q1); Safety, Risk, Reliability and Quality (Q1)"
2146;29640;Mechanisms of Ageing and Development;18726216, 00476374;1,534;Q1;2020;"Aging (Q1); Developmental Biology (Q2)"
2147;18572;Parkinsonism and Related Disorders;18735126, 13538020;1,534;Q1;2020;"Geriatrics and Gerontology (Q1); Neurology (Q1); Neurology (clinical) (Q1)"
2148;21724;BMC Evolutionary Biology;14712148;1,533;Q1;2020;Ecology, Evolution, Behavior and Systematics (Q1)
2149;10600153354;Current Protocols in Molecular Biology;19343639, 19343647;1,533;Q1;2020;"Medicine (miscellaneous) (Q1); Molecular Biology (Q2)"
2150;24432;Journal of Structural Geology;1918141;1,533;Q1;2020;Geology (Q1)
2151;28540;SIAM Journal on Computing;00975397, 10957111;1,533;Q1;2020;"Computer Science (miscellaneous) (Q1); Mathematics (miscellaneous) (Q1)"
2152;20048;Economica;00130427, 14680335;1,532;Q1;2020;Economics and Econometrics (Q1)
2153;22305;Surgery;15327361, 00396060;1,532;Q1;2020;Surgery (Q1)
2154;21100255407;Journal of CO2 Utilization;22129820;1,531;Q1;2020;"Chemical Engineering (miscellaneous) (Q1); Process Chemistry and Technology (Q1); Waste Management and Disposal (Q1)"
2155;21100248023;CPT: Pharmacometrics and Systems Pharmacology;21638306;1,53;Q1;2020;"Cardiology and Cardiovascular Medicine (Q1); Modeling and Simulation (Q1); Pharmacology (medical) (Q1)"
2156;22307;HIV Medicine;14681293, 14642662;1,53;Q1;2020;"Health Policy (Q1); Infectious Diseases (Q1); Pharmacology (medical) (Q1)"
2157;23490;Journal of Scientific Computing;08857474, 15737691;1,53;Q1;2020;"Applied Mathematics (Q1); Computational Mathematics (Q1); Computational Theory and Mathematics (Q1); Engineering (miscellaneous) (Q1); Numerical Analysis (Q1); Software (Q1); Theoretical Computer Science (Q1)"
2158;23455;Journal of Cellular Physiology;10974652, 00219541;1,529;Q1;2020;"Clinical Biochemistry (Q1); Physiology (Q1); Cell Biology (Q2)"
2159;3900148612;Journal of Clinical Sleep Medicine;15509397, 15509389;1,529;Q1;2020;"Neurology (Q1); Neurology (clinical) (Q1); Pulmonary and Respiratory Medicine (Q1)"
2160;16182;Seminars in Perinatology;1558075X, 01460005;1,529;Q1;2020;"Obstetrics and Gynecology (Q1); Pediatrics, Perinatology and Child Health (Q1)"
2161;27896;Studies in Family Planning;17284465, 00393665;1,529;Q1;2020;"Demography (Q1); Social Sciences (miscellaneous) (Q1)"
2162;20417;Aesthetic Surgery Journal;1090820X, 1527330X;1,528;Q1;2020;"Medicine (miscellaneous) (Q1); Surgery (Q1)"
2163;27433;Classical and Quantum Gravity;13616382, 02649381;1,528;Q1;2020;Physics and Astronomy (miscellaneous) (Q1)
2164;17892;Ecology and Society;17083087;1,528;Q1;2020;Ecology (Q1)
2165;21100817417;Immune Network;15982629, 20926685;1,528;Q1;2020;"Infectious Diseases (Q1); Immunology (Q2); Immunology and Allergy (Q2)"
2166;22857;Political Geography;9626298;1,527;Q1;2020;"Geography, Planning and Development (Q1); History (Q1); Sociology and Political Science (Q1)"
2167;19900191715;Wiley Interdisciplinary Reviews: Cognitive Science;19395086, 19395078;1,526;Q1;2020;"Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q2)"
2168;27241;Icarus;10902643, 00191035;1,525;Q1;2020;"Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)"
2169;21466;International Journal of Hygiene and Environmental Health;14384639;1,525;Q1;2020;Public Health, Environmental and Occupational Health (Q1)
2170;26393;Organic Geochemistry;1466380;1,525;Q1;2020;Geochemistry and Petrology (Q1)
2171;23311;American Journal of Physiology - Heart and Circulatory Physiology;03636135, 15221539;1,524;Q1;2020;"Cardiology and Cardiovascular Medicine (Q1); Physiology (Q1); Physiology (medical) (Q1)"
2172;21100420317;Biochimie Open;22140085;1,524;Q1;2020;Biochemistry (Q1)
2173;21100376821;Extreme Mechanics Letters;23524316;1,524;Q1;2020;"Bioengineering (Q1); Chemical Engineering (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
2174;29070;Gerontologist, The;17585341, 00169013;1,524;Q1;2020;"Geriatrics and Gerontology (Q1); Gerontology (Q1); Medicine (miscellaneous) (Q1)"
