Rank;Sourceid;Title;Issn;SJR;SJR Best Quartile;Year;Categories
152;17814;Materials Science and Engineering: R: Reports;0927796X;7,095;Q1;2018;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
153;6400153126;Theoretical Economics;15557561;7,086;Q1;2018;Economics, Econometrics and Finance (miscellaneous) (Q1)
154;28366;Gut;14683288, 00175749;7,085;Q1;2018;Gastroenterology (Q1)
155;19136;Annals of the Rheumatic Diseases;00034967, 14682060;7,081;Q1;2018;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)"
156;4700152228;Molecular Systems Biology;17444292;7,04;Q1;2018;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Computational Theory and Mathematics (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Information Systems (Q1); Medicine (miscellaneous) (Q1)"
157;21100863710;Annual Review of Organizational Psychology and Organizational Behavior;23270608;7,039;Q1;2018;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Social Psychology (Q1)"
158;15870;Journal of Clinical Investigation;00219738, 15588238;7,001;Q1;2018;Medicine (miscellaneous) (Q1)
159;21677;American Journal of Human Genetics;15376605, 00029297;6,97;Q1;2018;"Genetics (Q1); Genetics (clinical) (Q1)"
160;13969;Psychological Science in the Public Interest, Supplement;15396053, 15291006;6,963;Q1;2018;Psychology (miscellaneous) (Q1)
161;22961;Journal of Marketing Research;00222437, 15477193;6,895;Q1;2018;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
162;23714;Marketing Science;07322399, 1526548X;6,853;Q1;2018;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
163;23262;Inventiones Mathematicae;00209910, 14321297;6,835;Q1;2018;Mathematics (miscellaneous) (Q1)
164;12817;Personnel Psychology;00315826, 17446570;6,826;Q1;2018;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1)"
165;23183;European Heart Journal;15229645, 0195668X;6,788;Q1;2018;Cardiology and Cardiovascular Medicine (Q1)
166;21365;Trends in Immunology;14714906, 14714981;6,765;Q1;2018;"Immunology (Q1); Immunology and Allergy (Q1)"
167;21100832985;ACS Energy Letters;23808195;6,734;Q1;2018;"Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Materials Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
168;18503;Current Opinion in Cell Biology;09550674, 18790410;6,658;Q1;2018;Cell Biology (Q1)
169;21100201068;Cell Reports;22111247;6,635;Q1;2018;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)
170;144840;PLoS Medicine;15491277, 15491676;6,626;Q1;2018;"Biochemistry (Q1); Biotechnology (Q1); Cell Biology (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
171;21100242814;eLife;2050084X;6,617;Q1;2018;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)"
172;19479;Annual Review of Pharmacology and Toxicology;15454304, 03621642;6,609;Q1;2018;"Pharmacology (Q1); Toxicology (Q1)"
173;11600153640;Quarterly Journal of Political Science;15540634, 15540626;6,609;Q1;2018;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
174;29838;Journal of Accounting and Economics;1654101;6,606;Q1;2018;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
175;19700188395;Annual Review of Marine Science;19410611, 19411405;6,595;Q1;2018;Oceanography (Q1)
176;22899;Journal of Consumer Research;00935301, 15375277;6,59;Q1;2018;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
177;19700173023;Living Reviews in Solar Physics;16144961, 23673648;6,57;Q1;2018;"Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)"
178;22324;Organization Science;15265455, 10477039;6,545;Q1;2018;"Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)"
179;15557;American Political Science Review;15375943, 00030554;6,531;Q1;2018;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
180;27498;Annual Review of Medicine;1545326X, 00664219;6,513;Q1;2018;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
181;13461;Psychological Methods;1082989X, 19391463;6,51;Q1;2018;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
182;21100201772;Physical Review X;21603308;6,497;Q1;2018;Physics and Astronomy (miscellaneous) (Q1)
183;14305;Systematic Biology;1076836X, 10635157;6,484;Q1;2018;"Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
184;19169;Journal of Operations Management;2726963;6,481;Q1;2018;"Computer Science Applications (Q1); Industrial and Manufacturing Engineering (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1)"
185;17600155041;Nature Geoscience;17520908, 17520894;6,467;Q1;2018;Earth and Planetary Sciences (miscellaneous) (Q1)
186;100147317;Journal of Supply Chain Management;15232409, 1745493X;6,439;Q1;2018;"Economics, Econometrics and Finance (miscellaneous) (Q1); Information Systems (Q1); Management Information Systems (Q1); Marketing (Q1)"
187;29709;Reports on Progress in Physics;13616633, 00344885;6,437;Q1;2018;"Medicine (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
188;19584;Annual Review of Public Health;01637525, 15452093;6,416;Q1;2018;"Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
189;14131;Methods in Enzymology;00766879, 15577988;6,414;Q1;2018;"Biochemistry (Q1); Molecular Biology (Q1)"
190;13531;Journal of the Royal Statistical Society. Series B: Statistical Methodology;14679868, 13697412;6,413;Q1;2018;"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
191;18000;American Journal of Respiratory and Critical Care Medicine;1073449X, 15354970;6,378;Q1;2018;"Critical Care and Intensive Care Medicine (Q1); Pulmonary and Respiratory Medicine (Q1)"
