Rank;Sourceid;Title;Issn;SJR;SJR Best Quartile;Year;Categories
6524;24842;International Journal of Selection and Assessment;14682389, 0965075X;0,705;Q1;2016;"Business, Management and Accounting (miscellaneous) (Q1); Applied Psychology (Q2); Management of Technology and Innovation (Q2); Psychology (miscellaneous) (Q2); Strategy and Management (Q2)"
6525;11800154589;Journal of Algebra and its Applications;2194988;0,705;Q2;2016;"Algebra and Number Theory (Q2); Applied Mathematics (Q2)"
6526;21378;Viral Immunology;15578976, 08828245;0,705;Q3;2016;"Immunology (Q3); Molecular Medicine (Q3); Virology (Q3)"
6527;5800173379;Virtual and Physical Prototyping;17452767, 17452759;0,705;Q1;2016;"Computer Graphics and Computer-Aided Design (Q1); Industrial and Manufacturing Engineering (Q1); Modeling and Simulation (Q2); Signal Processing (Q2)"
6528;21100317907;BBA Clinical;22146474;0,704;Q2;2016;"Pathology and Forensic Medicine (Q2); Molecular Medicine (Q3); Physiology (medical) (Q3)"
6529;24888;Economics and Philosophy;02662671, 14740028;0,704;Q1;2016;"Philosophy (Q1); Economics and Econometrics (Q2)"
6530;13273;Environment and Planning B: Planning and Design;14723417, 02658135;0,704;Q1;2016;"Geography, Planning and Development (Q1); Environmental Science (miscellaneous) (Q2)"
6531;26843;International Journal for the Psychology of Religion, The;10508619;0,704;Q1;2016;"Religious Studies (Q1); Psychology (miscellaneous) (Q2)"
6532;12000154489;International Journal of Innovative Computing, Information and Control;13494198;0,704;Q1;2016;"Software (Q1); Computational Theory and Mathematics (Q2); Information Systems (Q2); Theoretical Computer Science (Q2)"
6533;19900193503;International Journal of Stem Cells;20055447, 20053606;0,704;Q3;2016;"Cell Biology (Q3); Developmental Biology (Q3)"
6534;7000153278;Journal of Iberian Geology;16986180, 18867995;0,704;Q2;2016;"Geology (Q2); Stratigraphy (Q2)"
6535;23881;Journal of Invasive Cardiology;15572501, 10423931;0,704;Q2;2016;"Cardiology and Cardiovascular Medicine (Q2); Medicine (miscellaneous) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
6536;19700185200;Journal of Natural Medicines;13403443, 18610293;0,704;Q1;2016;"Complementary and Alternative Medicine (Q1); Pharmaceutical Science (Q1); Drug Discovery (Q2); Medicine (miscellaneous) (Q2); Organic Chemistry (Q2)"
6537;21100372434;Neuroepigenetics;22147845;0,704;Q3;2016;"Biochemistry (Q3); Biological Psychiatry (Q3); Cognitive Neuroscience (Q3); Developmental Neuroscience (Q3); Cellular and Molecular Neuroscience (Q4)"
6538;20790;Upsala Journal of Medical Sciences;20001967, 03009734;0,704;Q2;2016;Medicine (miscellaneous) (Q2)
6539;19429;Wetlands;19436246, 02775212;0,704;Q2;2016;"Ecology (Q2); Environmental Chemistry (Q2); Environmental Science (miscellaneous) (Q2)"
6540;27137;Celestial Mechanics and Dynamical Astronomy;15729478, 09232958;0,703;Q2;2016;"Applied Mathematics (Q2); Astronomy and Astrophysics (Q2); Computational Mathematics (Q2); Mathematical Physics (Q2); Modeling and Simulation (Q2); Space and Planetary Science (Q2)"
6541;144962;Corporate Communications;13563289;0,703;Q1;2016;"Industrial Relations (Q1); Organizational Behavior and Human Resource Management (Q2)"
6542;14864;Cryobiology;00112240, 10902392;0,703;Q1;2016;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)"
6543;4700151736;International Journal for Multiscale Computational Engineering;15431649;0,703;Q1;2016;"Computational Mechanics (Q1); Computer Networks and Communications (Q1); Control and Systems Engineering (Q2)"
6544;100147033;Journal of Competition Law and Economics;17446422, 17446414;0,703;Q1;2016;"Law (Q1); Economics and Econometrics (Q2)"
6545;12373;Journal of Computer Information Systems;8874417;0,703;Q1;2016;"Computer Networks and Communications (Q1); Education (Q1); Information Systems (Q2)"
6546;19700166619;Journal of Neuroscience, Psychology, and Economics;1937321X, 2151318X;0,703;Q1;2016;"Business, Management and Accounting (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Applied Psychology (Q2); Neuropsychology and Physiological Psychology (Q2); Behavioral Neuroscience (Q3); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)"
6547;16818;Journal of Sensory Studies;1745459X, 08878250;0,703;Q2;2016;"Food Science (Q2); Sensory Systems (Q3)"
6548;4800152302;LEUKOS - Journal of Illuminating Engineering Society of North America;15502724, 15502716;0,703;Q2;2016;Atomic and Molecular Physics, and Optics (Q2)
6549;29085;Philosophical Magazine Letters;09500839, 13623036;0,703;Q2;2016;Condensed Matter Physics (Q2)
6550;15563;Review of Scientific Instruments;00346748, 10897623;0,703;Q1;2016;"Instrumentation (Q1); Medicine (miscellaneous) (Q2)"
6551;25206;Archiv der Mathematik;0003889X, 14208938;0,702;Q2;2016;Mathematics (miscellaneous) (Q2)
6552;21100218364;Creativity and Innovation Management;09631690, 14678691;0,702;Q2;2016;"Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
6553;21100793213;Current Pharmacology Reports;2198641X;0,702;Q2;2016;"Drug Discovery (Q2); Pharmacology (Q2); Biochemistry (Q3); Genetics (Q3)"
6554;24458;Dental Clinics of North America;118532;0,702;Q1;2016;Dentistry (miscellaneous) (Q1)
6555;24318;Dermatitis;17103568;0,702;Q2;2016;"Dermatology (Q2); Immunology and Allergy (Q3)"
6556;20748;Educational Media International;14695790, 09523987;0,702;Q1;2016;"Communication (Q1); Education (Q1)"
6557;130149;Hereditary Cancer in Clinical Practice;18974287, 17312302;0,702;Q3;2016;"Genetics (clinical) (Q3); Oncology (Q3)"
6558;19700174979;International Journal of Physiology, Pathophysiology and Pharmacology (discontinued);19448171;0,702;Q2;2016;"Pathology and Forensic Medicine (Q2); Physiology (Q3); Physiology (medical) (Q3)"
6559;23870;Journal of Convex Analysis;9446532;0,702;Q2;2016;"Analysis (Q2); Mathematics (miscellaneous) (Q2)"
6560;13471;Meteorology and Atmospheric Physics;01777971, 14365065;0,702;Q3;2016;Atmospheric Science (Q3)
6561;17037;Physica Medica;11201797, 1724191X;0,702;Q2;2016;"Biophysics (Q2); Medicine (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
6562;13420;Psychoanalytic Psychology;19391331, 07369735;0,702;Q2;2016;Clinical Psychology (Q2)
6563;23655;Silva Fennica;22424075, 00375330;0,702;Q1;2016;"Forestry (Q1); Ecological Modeling (Q3)"
6564;14715;Technology Analysis and Strategic Management;14653990, 09537325;0,702;Q2;2016;"Management Science and Operations Research (Q2); Strategy and Management (Q2)"
6565;13044;ACM Transactions on Database Systems;15574644, 03625915;0,701;Q2;2016;Information Systems (Q2)
6566;21100448239;Advances in Orthopedics;20903472, 20903464;0,701;Q2;2016;Orthopedics and Sports Medicine (Q2)
6567;21100201775;Arthroscopy Techniques;22126287;0,701;Q2;2016;Orthopedics and Sports Medicine (Q2)
6568;26013;Endocrine Development;14217082, 16622979;0,701;Q2;2016;"Endocrinology, Diabetes and Metabolism (Q2); Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Endocrine and Autonomic Systems (Q3); Endocrinology (Q3)"
6569;17295;IEEE Microwave and Wireless Components Letters;15311309;0,701;Q1;2016;"Electrical and Electronic Engineering (Q1); Condensed Matter Physics (Q2)"
6570;25033;IEEE Transactions on Computers;189340;0,701;Q1;2016;"Hardware and Architecture (Q1); Software (Q1); Computational Theory and Mathematics (Q2); Theoretical Computer Science (Q2)"
6571;18700156719;Journal of Flood Risk Management;1753318X;0,701;Q1;2016;"Geography, Planning and Development (Q1); Safety, Risk, Reliability and Quality (Q1); Environmental Engineering (Q2); Water Science and Technology (Q2)"
6572;17013;Journal of Petroleum Science and Engineering;9204105;0,701;Q2;2016;"Fuel Technology (Q2); Geotechnical Engineering and Engineering Geology (Q2)"
6573;16815;Journal of Spinal Cord Medicine;20457723, 10790268;0,701;Q2;2016;Neurology (clinical) (Q2)
6574;19700201628;Open Microbiology Journal;18742858;0,701;Q3;2016;Immunology and Microbiology (miscellaneous)  (Q3)
6575;12200154726;Rendiconti del Seminario Matematico dell 'Universita' di Padova/Mathematical Journal of the University of Padova;418994;0,701;Q2;2016;"Algebra and Number Theory (Q2); Analysis (Q2); Geometry and Topology (Q2); Mathematical Physics (Q2)"
6576;21100818505;Theory of Computing;15572862;0,701;Q2;2016;"Computational Theory and Mathematics (Q2); Theoretical Computer Science (Q2)"
6577;37404;HPB Surgery;08948569, 16078462;0,7;Q2;2016;"Surgery (Q2); Hepatology (Q3)"
6578;21100208035;International Journal of Forensic Mental Health;19329903, 14999013;0,7;Q2;2016;"Pathology and Forensic Medicine (Q2); Psychiatry and Mental Health (Q2)"
6579;25194;Journal of Applied Electrochemistry;15728838, 0021891X;0,7;Q1;2016;"Chemical Engineering (miscellaneous) (Q1); Materials Chemistry (Q1); Electrochemistry (Q2)"
6580;27770;Journal of Investigative Medicine;17088267, 10815589;0,7;Q2;2016;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)"
6581;29688;Journal of Vector Ecology;10811710;0,7;Q2;2016;"Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2)"
6582;17942;Neurological Sciences;15901874, 15903478;0,7;Q2;2016;"Dermatology (Q2); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2)"
6583;15753;Pediatric Radiology;14321998, 03010449;0,7;Q2;2016;"Pediatrics, Perinatology and Child Health (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
6584;12056;Research in International Business and Finance;2755319;0,7;Q1;2016;"Business, Management and Accounting (miscellaneous) (Q1); Finance (Q2)"
6585;7100153133;Spatial Economic Analysis;17421780, 17421772;0,7;Q1;2016;"Earth and Planetary Sciences (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Geography, Planning and Development (Q1); Statistics, Probability and Uncertainty (Q2)"
6586;21100205763;Systematic and Applied Acarology;13621971;0,7;Q2;2016;"Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Insect Science (Q2)"
6587;21100255433;Applied Neuropsychology: Child;21622973, 21622965;0,699;Q2;2016;"Developmental and Educational Psychology (Q2); Neuropsychology and Physiological Psychology (Q3)"
6588;10900153302;Biomarker Insights;11772719;0,699;Q2;2016;"Biochemistry (medical) (Q2); Pharmacology (Q2); Molecular Medicine (Q3)"
6589;15541;Biotechnology Progress;87567938, 15206033;0,699;Q2;2016;Biotechnology (Q2)
6590;5700152813;English World-Wide;1728865;0,699;Q1;2016;Linguistics and Language (Q1)
6591;14000155911;International Gambling Studies;14794276, 14459795;0,699;Q2;2016;Applied Psychology (Q2)
6592;19700187506;International Journal of Shipping and Transport Logistics;17566517, 17566525;0,699;Q1;2016;"Business and International Management (Q1); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Transportation (Q2)"
6593;28526;Journal of Magnetism and Magnetic Materials;3048853;0,699;Q1;2016;"Electronic, Optical and Magnetic Materials (Q1); Condensed Matter Physics (Q2)"
6594;21100803393;Journal of Palaeogeography;20953836;0,699;Q1;2016;"Geography, Planning and Development (Q1); Earth-Surface Processes (Q2); Paleontology (Q2)"
6595;21100777379;Journal of Personalized Medicine;20754426;0,699;Q2;2016;Medicine (miscellaneous) (Q2)
6596;4000151902;Journal of the Canadian Academy of Child and Adolescent Psychiatry;17198429;0,699;Q2;2016;"Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2)"
6597;12824;Philosophical Psychology;09515089, 1465394X;0,699;Q1;2016;"Philosophy (Q1); Applied Psychology (Q2)"
6598;19400157008;Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales - Serie A: Matematicas;15791505, 15787303;0,699;Q2;2016;"Algebra and Number Theory (Q2); Applied Mathematics (Q2); Computational Mathematics (Q2); Geometry and Topology (Q2); Analysis (Q3)"
6599;15490;Biotechnology and Genetic Engineering Reviews;02648725, 20465556;0,698;Q2;2016;"Bioengineering (Q2); Biotechnology (Q2); Molecular Biology (Q3)"
6600;21100374601;IEEE Access;21693536;0,698;Q1;2016;"Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2)"
6601;19300156920;International Journal of Sport Finance;15586235, 1930076X;0,698;Q1;2016;"Business and International Management (Q1); Finance (Q2); Marketing (Q2); Sports Science (Q3)"
6602;17596;Journal of Biomolecular Structure and Dynamics;07391102, 15380254;0,698;Q2;2016;"Medicine (miscellaneous) (Q2); Molecular Biology (Q3); Structural Biology (Q3)"
6603;23849;Journal of Cardiovascular Nursing;08894655, 15505049;0,698;Q1;2016;"Advanced and Specialized Nursing (Q1); Cardiology and Cardiovascular Medicine (Q2)"
6604;3200147817;Journal of Pediatric Urology;14775131, 18734898;0,698;Q2;2016;"Pediatrics, Perinatology and Child Health (Q2); Urology (Q2)"
6605;21100206268;Journal of Photonics for Energy;19477988;0,698;Q2;2016;"Atomic and Molecular Physics, and Optics (Q2); Renewable Energy, Sustainability and the Environment (Q2)"
6606;18298;Journal of Reproduction and Development;09168818, 13484400;0,698;Q1;2016;Animal Science and Zoology (Q1)
6607;24594;Mathematical Methods in the Applied Sciences;10991476, 01704214;0,698;Q1;2016;"Engineering (miscellaneous) (Q1); Mathematics (miscellaneous) (Q2)"
6608;15300154849;Philosophical Magazine;14786443, 14786435;0,698;Q2;2016;Condensed Matter Physics (Q2)
6609;15530;Power System Technology;10003673;0,698;Q1;2016;"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Mechanical Engineering (Q1)"
6610;18746;Psychopathology;02544962, 1423033X;0,698;Q2;2016;"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2)"
6611;24517;Solid State Nuclear Magnetic Resonance;09262040, 15273326;0,698;Q1;2016;"Instrumentation (Q1); Chemistry (miscellaneous) (Q2); Nuclear and High Energy Physics (Q2); Radiation (Q2)"
6612;14176;Annals of Clinical Psychiatry;10401237, 15473325;0,697;Q2;2016;"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
6613;14947;Bulletin of Engineering Geology and the Environment;14359537, 14359529;0,697;Q2;2016;"Geology (Q2); Geotechnical Engineering and Engineering Geology (Q2)"
6614;25307;Calcolo;11265434, 00080624;0,697;Q2;2016;"Algebra and Number Theory (Q2); Computational Mathematics (Q2)"
6615;14424;European Societies;14616696, 14698307;0,697;Q1;2016;"Geography, Planning and Development (Q1); Demography (Q2)"
6616;16520;Journal of Advanced Concrete Technology;13468014, 13473913;0,697;Q1;2016;"Building and Construction (Q1); Materials Science (miscellaneous) (Q2)"
6617;18297;Journal of Feline Medicine and Surgery;1098612X, 15322750;0,697;Q1;2016;Small Animals (Q1)
6618;700147019;Journal of Linguistic Anthropology;10551360;0,697;Q1;2016;Linguistics and Language (Q1)
6619;18828;Scandinavian Journal of Caring Sciences;14716712, 02839318;0,697;Q2;2016;Public Health, Environmental and Occupational Health (Q2)
6620;145570;Urban Ecosystems;15731642, 10838155;0,697;Q1;2016;"Urban Studies (Q1); Ecology (Q2)"
6621;16000154793;Australian Archaeology;3122417;0,696;Q1;2016;"Archeology (Q1); Archeology (arts and humanities) (Q1)"
6622;12794;Journal of Documentation;220418;0,696;Q1;2016;"Library and Information Sciences (Q1); Information Systems (Q2)"
6623;18829;Scandinavian Journal of Occupational Therapy;16512014, 11038128;0,696;Q2;2016;Public Health, Environmental and Occupational Health (Q2)
6624;29593;Applied Optics;21553165, 1559128X;0,695;Q1;2016;"Electrical and Electronic Engineering (Q1); Engineering (miscellaneous) (Q1); Atomic and Molecular Physics, and Optics (Q2)"
6625;29421;Aquaculture, Economics and Management;13657305, 13657313;0,695;Q1;2016;"Geography, Planning and Development (Q1); Aquatic Science (Q2); Ecology (Q2)"
6626;21100429738;International Journal of Air-Conditioning and Refrigeration;20101325, 20101333;0,695;Q1;2016;"Fluid Flow and Transfer Processes (Q1); Control and Systems Engineering (Q2); Renewable Energy, Sustainability and the Environment (Q2)"
6627;21100217607;International Journal of MS Care;15372073;0,695;Q1;2016;"Advanced and Specialized Nursing (Q1); Neurology (clinical) (Q2)"
6628;17700156740;Journal of Diversity in Higher Education;19388926;0,695;Q1;2016;Education (Q1)
6629;21100228115;Journal of Drug Policy Analysis;19412851;0,695;Q1;2016;"Health (social science) (Q1); Health Policy (Q2); Public Administration (Q2)"
6630;29979;Journal of Psychosocial Oncology;07347332, 15407586;0,695;Q2;2016;"Applied Psychology (Q2); Psychiatry and Mental Health (Q2); Oncology (Q3)"
6631;17914;Venture Capital;14645343, 13691066;0,695;Q2;2016;Finance (Q2)
6632;28794;Cancer Biotherapy and Radiopharmaceuticals;10849785, 15578852;0,694;Q2;2016;"Medicine (miscellaneous) (Q2); Pharmacology (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Cancer Research (Q3); Oncology (Q3)"
6633;5700157604;Dialectica;00122017, 17468361;0,694;Q1;2016;Philosophy (Q1)
6634;21131;European Surgical Research;14219921, 0014312X;0,694;Q2;2016;"Medicine (miscellaneous) (Q2); Surgery (Q2)"
6635;5800179580;Physica Status Solidi (A) Applications and Materials Science;18626300, 18626319;0,694;Q1;2016;"Electrical and Electronic Engineering (Q1); Materials Chemistry (Q1); Surfaces, Coatings and Films (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Surfaces and Interfaces (Q2)"
6636;14794;Statistics and Probability Letters;1677152;0,694;Q2;2016;"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)"
6637;26585;Glasgow Mathematical Journal;1469509X, 00170895;0,693;Q2;2016;Mathematics (miscellaneous) (Q2)
6638;31436;Hepatobiliary and Pancreatic Diseases International;14993872;0,693;Q2;2016;"Gastroenterology (Q2); Hepatology (Q3)"
6639;19700182275;International Journal of Clinical Pharmacy;22107711, 22107703;0,693;Q1;2016;"Pharmaceutical Science (Q1); Pharmacy (Q1); Pharmacology (Q2); Pharmacology (medical) (Q2); Toxicology (Q2)"
6640;25895;Journal of Molecular Recognition;09523499, 10991352;0,693;Q3;2016;"Molecular Biology (Q3); Structural Biology (Q3)"
6641;144948;Journal of Occupational Science;14427591;0,693;Q1;2016;"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
6642;19700181401;Music Education Research;14699893, 14613808;0,693;Q1;2016;"Education (Q1); Music (Q1)"
6643;21100215180;Neurology Research International;20901860, 20901852;0,693;Q2;2016;"Neurology (clinical) (Q2); Neurology (Q3)"
6644;19700182229;Proceedings of the Society for Experimental Mechanics, Inc.;10466789;0,693;-;2016;"Mechanical Engineering; Mechanics of Materials"
6645;5700153725;Representations;07346018, 1533855X;0,693;Q1;2016;"Cultural Studies (Q1); Gender Studies (Q1); Sociology and Political Science (Q1); Arts and Humanities (miscellaneous) (Q2)"
6646;19700184700;African Journal of Marine Science;18142338, 1814232X;0,692;Q2;2016;"Aquatic Science (Q2); Ecology, Evolution, Behavior and Systematics (Q2)"
6647;19700202609;Autoimmunity Highlights;20380305, 20383274;0,692;Q2;2016;"Rheumatology (Q2); Immunology (Q3)"
6648;19700201640;Cholesterol;20901283, 20901291;0,692;Q2;2016;"Endocrinology, Diabetes and Metabolism (Q2); Hematology (Q2); Internal Medicine (Q2); Organic Chemistry (Q2)"
6649;69955;Contributions to Zoology;13834517;0,692;Q1;2016;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q2)"
6650;14667;Diplomatic History;14677709, 01452096;0,692;Q1;2016;History (Q1)
6651;29689;Emergency Medicine Journal;14720213, 14720205;0,692;Q1;2016;"Emergency Medicine (Q1); Critical Care and Intensive Care Medicine (Q2); Medicine (miscellaneous) (Q2)"
6652;23150;IMA Journal of Mathematical Control and Information;02650754, 14716887;0,692;Q2;2016;"Applied Mathematics (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2)"
6653;14393;International Journal of Computational Fluid Dynamics;10618562, 10290257;0,692;Q1;2016;"Aerospace Engineering (Q1); Computational Mechanics (Q1); Energy Engineering and Power Technology (Q1); Mechanical Engineering (Q1); Condensed Matter Physics (Q2); Mechanics of Materials (Q2)"
6654;16509;Journal of Futures Markets;10969934, 02707314;0,692;Q1;2016;"Business, Management and Accounting (miscellaneous) (Q1); Accounting (Q2); Economics and Econometrics (Q2); Finance (Q2)"
6655;20987;Journal of Thermal Stresses;01495739, 1521074X;0,692;Q2;2016;"Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2)"
6656;13040;Antarctic Science;09541020, 13652079;0,691;Q2;2016;"Ecology, Evolution, Behavior and Systematics (Q2); Geology (Q2); Oceanography (Q2)"
6657;14287;Behavioural Neurology;09534180, 18758584;0,691;Q2;2016;"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3); Neuropsychology and Physiological Psychology (Q3)"
6658;14916;Cognitive Neuropsychology;14640627, 02643294;0,691;Q2;2016;"Arts and Humanities (miscellaneous) (Q2); Developmental and Educational Psychology (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3); Neuropsychology and Physiological Psychology (Q3)"
6659;25136;German Politics;9644008;0,691;Q1;2016;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
6660;28142;International Nursing Review;14667657, 00208132;0,691;Q1;2016;Nursing (miscellaneous) (Q1)
6661;28994;Journal of Evolutionary Economics;09369937, 14321386;0,691;Q1;2016;"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q2)"
6662;19400158573;Journal of Pension Economics and Finance;14747472, 14753022;0,691;Q2;2016;"Economics and Econometrics (Q2); Finance (Q2); Organizational Behavior and Human Resource Management (Q2)"
6663;21071;Journal of Sport and Social Issues;01937235, 15527638;0,691;Q1;2016;Sociology and Political Science (Q1)
6664;16432;Journal of Telemedicine and Telecare;1357633X, 17581109;0,691;Q2;2016;Health Informatics (Q2)
6665;16516;Phycologia;00318884, 23302968;0,691;Q2;2016;"Aquatic Science (Q2); Plant Science (Q2)"
6666;20410;Proceedings of the Institution of Mechanical Engineers, Part J: Journal of Engineering Tribology;2041305X, 13506501;0,691;Q1;2016;"Mechanical Engineering (Q1); Surfaces, Coatings and Films (Q1); Surfaces and Interfaces (Q2)"
6667;21599;Studies in American Political Development;14698692, 0898588X;0,691;Q1;2016;"History (Q1); Sociology and Political Science (Q1)"
6668;25355;Canadian Journal of Development Studies;21589100, 02255189;0,69;Q1;2016;Development (Q1)
6669;21100215163;Critical Care Research and Practice;20901305, 20901313;0,69;Q2;2016;Critical Care and Intensive Care Medicine (Q2)
6670;19900188114;Journal of Human Development and Capabilities;19452837, 19452829;0,69;Q1;2016;Anthropology (Q1)
6671;19700188147;Journal of International and Intercultural Communication;17513065, 17513057;0,69;Q1;2016;"Communication (Q1); Cultural Studies (Q1)"
6672;20091;Journal of Macroeconomics;1640704;0,69;Q2;2016;Economics and Econometrics (Q2)
6673;10900153324;Particuology;22104291, 16742001;0,69;Q1;2016;"Chemical Engineering (miscellaneous) (Q1); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2)"
6674;5600152714;Scientific Online Letters on the Atmosphere;13496476;0,69;Q3;2016;Atmospheric Science (Q3)
6675;21100201987;Southern African Humanities;16815564;0,69;Q1;2016;"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1); Cultural Studies (Q1); History (Q1)"
6676;25163;Chemie der Erde;92819;0,689;Q2;2016;"Geochemistry and Petrology (Q2); Geophysics (Q2)"
6677;145229;International Journal of Bank Marketing;2652323;0,689;Q2;2016;Marketing (Q2)
6678;11300153741;Journal of Hydro-Environment Research;15706443;0,689;Q2;2016;"Civil and Structural Engineering (Q2); Environmental Chemistry (Q2); Environmental Engineering (Q2); Management, Monitoring, Policy and Law (Q2); Water Science and Technology (Q2)"
6679;18569;Journal of Membrane Biology;14321424, 00222631;0,689;Q2;2016;"Biophysics (Q2); Cell Biology (Q3); Physiology (Q3)"
6680;97647;Palaontologische Zeitschrift;18676812, 00310220;0,689;Q2;2016;Paleontology (Q2)
6681;17049;Physiological Measurement;09673334, 13616579;0,689;Q2;2016;"Biomedical Engineering (Q2); Biophysics (Q2); Physiology (Q3); Physiology (medical) (Q3)"
6682;13344;Social Psychology of Education;15731928, 13812890;0,689;Q1;2016;"Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2); Social Psychology (Q2)"
6683;25728;Aging Male;13685538, 14730790;0,688;Q2;2016;"Geriatrics and Gerontology (Q2); Medicine (miscellaneous) (Q2)"
6684;19016;Methods of Information in Medicine;00261270, 2511705X;0,688;Q1;2016;"Advanced and Specialized Nursing (Q1); Health Informatics (Q2); Health Information Management (Q2)"
6685;18993;New Genetics and Society;14636778, 14699915;0,688;Q1;2016;"Issues, Ethics and Legal Aspects (Q1); Health Policy (Q2); Health (social science) (Q2); Genetics (Q3)"
6686;17627;New Technology, Work and Employment;02681072, 1468005X;0,688;Q1;2016;"Human Factors and Ergonomics (Q1); Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
6687;25070;Proceedings of the Institution of Mechanical Engineers, Part F: Journal of Rail and Rapid Transit;9544097;0,688;Q1;2016;Mechanical Engineering (Q1)
6688;100147301;CESifo Economic Studies;1610241X, 16127501;0,687;Q1;2016;"Geography, Planning and Development (Q1); Economics and Econometrics (Q2)"
6689;24998;Computer Aided Geometric Design;1678396;0,687;Q1;2016;"Aerospace Engineering (Q1); Automotive Engineering (Q1); Computer Graphics and Computer-Aided Design (Q1); Modeling and Simulation (Q2)"
6690;144938;Diagnostic and Interventional Radiology;13053825, 13053612;0,687;Q2;2016;"Cardiology and Cardiovascular Medicine (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
6691;29806;International Journal of Accounting Information Systems;14670895;0,687;Q2;2016;"Accounting (Q2); Finance (Q2); Information Systems and Management (Q2); Management Information Systems (Q2)"
6692;16912;Quarterly Journal of Engineering Geology and Hydrogeology;14709236;0,687;Q1;2016;"Earth and Planetary Sciences (miscellaneous) (Q1); Geology (Q2); Geotechnical Engineering and Engineering Geology (Q2)"
6693;15115;Seminars in Ophthalmology;08820538, 17445205;0,687;Q2;2016;"Medicine (miscellaneous) (Q2); Ophthalmology (Q2)"
6694;19885;Stress and Health;15323005, 15322998;0,687;Q2;2016;"Applied Psychology (Q2); Clinical Psychology (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2)"
6695;27098;American Journal of Critical Care;1937710X, 10623264;0,686;Q1;2016;"Critical Care Nursing (Q1); Medicine (miscellaneous) (Q2)"
6696;36291;Arabian Archaeology and Epigraphy;16000471, 09057196;0,686;Q1;2016;"Archeology (Q1); Arts and Humanities (miscellaneous) (Q2)"
6697;16576;British Journal of Radiology;1748880X, 00071285;0,686;Q2;2016;"Medicine (miscellaneous) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
6698;21100398885;Carbon Letters;22334998, 19764251;0,686;Q1;2016;"Ceramics and Composites (Q1); Energy Engineering and Power Technology (Q1); Materials Chemistry (Q1); Inorganic Chemistry (Q2); Organic Chemistry (Q2); Process Chemistry and Technology (Q2); Renewable Energy, Sustainability and the Environment (Q2)"
6699;21190;Drug Development and Industrial Pharmacy;03639045, 15205762;0,686;Q2;2016;"Drug Discovery (Q2); Organic Chemistry (Q2); Pharmacology (Q2)"
6700;21100219934;Forests;19994907;0,686;Q1;2016;Forestry (Q1)
6701;18519;Journal of Asthma;15324303, 02770903;0,686;Q2;2016;"Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2); Pulmonary and Respiratory Medicine (Q2); Immunology and Allergy (Q3)"
