Rank;Sourceid;Title;Issn;SJR;SJR Best Quartile;Year;Categories
22;16115;Nature Biotechnology;15461696, 10870156;18,252;Q1;2017;"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Molecular Medicine (Q1)"
23;21206;Nature;14764687, 00280836;17,875;Q1;2017;Multidisciplinary (Q1)
24;21100812579;Nature Energy;20587546;17,765;Q1;2017;"Electronic, Optical and Magnetic Materials (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
25;20313;Nature Reviews Microbiology;17401534, 17401526;17,634;Q1;2017;Immunology and Microbiology (miscellaneous)  (Q1)
26;23350;Chemical Society Reviews;03060012, 14604744;17,633;Q1;2017;Chemistry (miscellaneous) (Q1)
27;29719;Reviews of Modern Physics;00346861, 15390756;17,567;Q1;2017;Physics and Astronomy (miscellaneous) (Q1)
28;17437;Nature Reviews Neuroscience;14710048, 1471003X;17,11;Q1;2017;Neuroscience (miscellaneous) (Q1)
29;15819;Nature Medicine;1546170X, 10788956;17,067;Q1;2017;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
30;5700165152;Nature Photonics;17494885;16,462;Q1;2017;"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)"
31;24404;Journal of Political Economy;00223808, 1537534X;16,309;Q1;2017;Economics and Econometrics (Q1)
32;24004;Physiological Reviews;15221210, 00319333;16,184;Q1;2017;"Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1); Physiology (medical) (Q1)"
33;12354;Lancet Oncology, The;14702045, 14745488;16,085;Q1;2017;Oncology (Q1)
34;17600155103;Living Reviews in European Governance;1813856X;15,799;Q1;2017;Political Science and International Relations (Q1)
35;17436;Nature Neuroscience;10976256, 15461726;15,207;Q1;2017;Neuroscience (miscellaneous) (Q1)
36;16590;Lancet, The;01406736, 1474547X;14,934;Q1;2017;Medicine (miscellaneous) (Q1)
37;17500155114;Energy and Environmental Science;17545692, 17545706;14,59;Q1;2017;"Environmental Chemistry (Q1); Nuclear Energy and Engineering (Q1); Pollution (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
38;16161;Review of Financial Studies;14657368, 08939454;14,237;Q1;2017;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
39;23571;Science;10959203, 00368075;14,142;Q1;2017;"History and Philosophy of Science (Q1); Multidisciplinary (Q1)"
40;19014;Nature Cell Biology;14764679, 14657392;14,07;Q1;2017;Cell Biology (Q1)
41;21315;Nature Immunology;15292908, 15292916;14,007;Q1;2017;Immunology (Q1)
42;18606;Molecular Cell;10974164, 10972765;13,841;Q1;2017;"Cell Biology (Q1); Molecular Biology (Q1)"
43;12137;Journal of Statistical Software;15487660;13,802;Q1;2017;"Software (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
44;6100153018;Cell Stem Cell;19345909;13,569;Q1;2017;"Cell Biology (Q1); Genetics (Q1); Molecular Medicine (Q1)"
45;18395;Annual Review of Cell and Developmental Biology;15308995, 10810706;13,473;Q1;2017;"Cell Biology (Q1); Developmental Biology (Q1)"
46;20798;Immunity;10974180, 10747613;13,393;Q1;2017;"Immunology (Q1); Immunology and Allergy (Q1); Infectious Diseases (Q1)"
47;18100156701;Nature Chemistry;17554330, 17554349;13,235;Q1;2017;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
48;40944;Genome Biology;14747596;12,74;Q1;2017;"Cell Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1)"
49;29093;Cancer Cell;15356108, 18783686;12,7;Q1;2017;"Cancer Research (Q1); Cell Biology (Q1); Oncology (Q1)"
50;16721;Annual Review of Plant Biology;15452123, 15435008;12,605;Q1;2017;"Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1); Plant Science (Q1)"
51;19066;Trends in Cell Biology;09628924, 18793088;12,596;Q1;2017;Cell Biology (Q1)
52;24379;Journal of Financial Economics;0304405X;12,489;Q1;2017;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1); Strategy and Management (Q1)"
53;14181;Annual Review of Neuroscience;0147006X, 15454126;12,417;Q1;2017;Neuroscience (miscellaneous) (Q1)
54;22214;Genome Research;15495469, 10889051;12,367;Q1;2017;"Genetics (Q1); Genetics (clinical) (Q1)"
55;11300153736;Annual Review of Pathology: Mechanisms of Disease;15534006, 15534014;12,28;Q1;2017;"Medicine (miscellaneous) (Q1); Pathology and Forensic Medicine (Q1); Plant Science (Q1)"
56;22697;American Economic Review;28282;12,047;Q1;2017;Economics and Econometrics (Q1)
57;12010;Annual Review of Psychology;00664308, 15452085;12,027;Q1;2017;Psychology (miscellaneous) (Q1)
58;16860;Lancet Neurology, The;14744465, 14744422;11,964;Q1;2017;Neurology (clinical) (Q1)
59;24668;Journal of the American Mathematical Society;10886834, 08940347;11,419;Q1;2017;"Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1)"
60;19700188417;Annual Review of Condensed Matter Physics;19475454, 19475462;11,377;Q1;2017;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1)"
61;19651;Clinical Microbiology Reviews;08938512, 10986618;11,301;Q1;2017;"Epidemiology (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1); Public Health, Environmental and Occupational Health (Q1)"
62;26978;Advances in Physics;14606976, 00018732;11,279;Q1;2017;Condensed Matter Physics (Q1)
63;146172;Cell Metabolism;15504131;11,259;Q1;2017;"Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1)"
64;19900191906;Academy of Management Annals;19416520, 19416067;11,231;Q1;2017;"Business and International Management (Q1); Organizational Behavior and Human Resource Management (Q1)"
65;22657;Accounts of Chemical Research;00014842, 15204898;11,139;Q1;2017;"Chemistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
66;20111;"Vital &amp; health statistics. Series 3, Analytical and epidemiological studies / [U.S. Dept. of Health and Human Services, Public Health Service, National Center for Health Statistics]";8864691;11,09;Q1;2017;Medicine (miscellaneous) (Q1)
67;22401;Journal of the American College of Cardiology;15583597, 07351097;11,061;Q1;2017;Cardiology and Cardiovascular Medicine (Q1)
68;24721;Annals of Mathematics;0003486X;10,923;Q1;2017;"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
69;71056;MMWR Surveillance Summaries;15458636, 15460738;10,892;Q1;2017;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
70;12394;Nature Structural and Molecular Biology;15459993, 15459985;10,873;Q1;2017;"Molecular Biology (Q1); Structural Biology (Q1)"
71;29949;Journal of Clinical Oncology;15277755, 0732183X;10,683;Q1;2017;"Cancer Research (Q1); Medicine (miscellaneous) (Q1); Oncology (Q1)"
72;17978;Neuron;10974199, 08966273;10,654;Q1;2017;Neuroscience (miscellaneous) (Q1)
73;19881;Advanced Materials;09359648, 15214095;10,579;Q1;2017;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1)"
74;19900191885;American Economic Journal: Macroeconomics;19457707, 19457715;10,441;Q1;2017;Economics, Econometrics and Finance (miscellaneous) (Q1)
75;22126;Genes and Development;15495477, 08909369;10,214;Q1;2017;"Developmental Biology (Q1); Genetics (Q1)"
76;16036;Administrative Science Quarterly;00018392, 19303815;10,187;Q1;2017;"Arts and Humanities (miscellaneous) (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
77;20425;Nature Reviews Drug Discovery;14741784, 14741776;10,106;Q1;2017;"Drug Discovery (Q1); Medicine (miscellaneous) (Q1); Pharmacology (Q1)"
78;22471;Lancet Infectious Diseases, The;14744457, 14733099;9,963;Q1;2017;Infectious Diseases (Q1)
79;14816;Trends in Biochemical Sciences;13624326, 03765067, 09680004;9,934;Q1;2017;"Biochemistry (Q1); Molecular Biology (Q1)"
80;4000151822;Nature Physics;17452473;9,791;Q1;2017;Physics and Astronomy (miscellaneous) (Q1)
81;21100237403;Lancet Diabetes and Endocrinology,The;22138595, 22138587;9,705;Q1;2017;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)"
82;19700174677;Science Translational Medicine;19466234, 19466242;9,7;Q1;2017;Medicine (miscellaneous) (Q1)
83;24202;Review of Economic Studies;00346527, 1467937X;9,589;Q1;2017;Economics and Econometrics (Q1)
84;21191;Pharmacological Reviews;15210081, 00316997;9,472;Q1;2017;"Molecular Medicine (Q1); Pharmacology (Q1)"
85;120008;Annual Review of Physiology;00664278, 15451585;9,454;Q1;2017;Physiology (Q1)
86;110092;Morbidity and Mortality Weekly Report;01492195, 1545861X;9,323;Q1;2017;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
87;23183;European Heart Journal;15229645, 0195668X;9,315;Q1;2017;Cardiology and Cardiovascular Medicine (Q1)
88;21100228100;Advances in Optics and Photonics;19438206;9,187;Q1;2017;"Atomic and Molecular Physics, and Optics (Q1); Water Science and Technology (Q1)"
89;19900191884;American Economic Journal: Economic Policy;19457731, 1945774X;9,149;Q1;2017;Economics, Econometrics and Finance (miscellaneous) (Q1)
90;17899;Progress in Materials Science;18732208, 00796425;9,148;Q1;2017;Materials Science (miscellaneous) (Q1)
91;5300152732;Cell Host and Microbe;19313128;9,146;Q1;2017;"Cancer Research (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Microbiology (Q1); Molecular Biology (Q1); Parasitology (Q1); Virology (Q1)"
92;20246;Journal of Labor Economics;0734306X, 15375307;9,108;Q1;2017;"Economics and Econometrics (Q1); Industrial Relations (Q1)"
93;19900191767;American Economic Journal: Applied Economics;19457790, 19457782;9,039;Q1;2017;Economics, Econometrics and Finance (miscellaneous) (Q1)
94;14204;Nucleic Acids Research;03051048, 13624962;9,025;Q1;2017;Genetics (Q1)
95;22581;Circulation;00097322, 15244539;8,95;Q1;2017;"Cardiology and Cardiovascular Medicine (Q1); Physiology (medical) (Q1)"
96;21706;Annual Review of Genetics;15452948, 00664197;8,895;Q1;2017;Genetics (Q1)
97;85291;JAMA - Journal of the American Medical Association;15383598, 00987484, 00029955;8,876;Q1;2017;Medicine (miscellaneous) (Q1)
98;5800207366;Nature Protocols;17542189;8,85;Q1;2017;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)
99;13443;Psychological Bulletin;00332909, 19391455;8,793;Q1;2017;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)"
100;12000154482;Annual Review of Biophysics;19361238, 1936122X;8,79;Q1;2017;"Biochemistry (Q1); Bioengineering (Q1); Biophysics (Q1); Cell Biology (Q1); Structural Biology (Q1)"
101;21100265444;Lancet Global Health,The;2214109X;8,756;Q1;2017;Medicine (miscellaneous) (Q1)
102;28599;Reviews of Geophysics;87551209;8,744;Q1;2017;Geophysics (Q1)
103;21708;Annual Review of Genomics and Human Genetics;15278204, 1545293X;8,702;Q1;2017;"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
104;14365;Trends in Ecology and Evolution;01695347, 18728383;8,634;Q1;2017;Ecology, Evolution, Behavior and Systematics (Q1)
105;22951;Journal of Marketing;15477185, 00222429;8,616;Q1;2017;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
106;21272;Journal of Experimental Medicine;00221007, 15409538;8,615;Q1;2017;"Immunology (Q1); Immunology and Allergy (Q1); Medicine (miscellaneous) (Q1)"
107;4000148205;Nature Chemical Biology;15524469, 15524450;8,604;Q1;2017;"Cell Biology (Q1); Molecular Biology (Q1)"
108;15555;American Journal of Political Science;00925853, 15405907;8,595;Q1;2017;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
109;19897;European Urology;03022838, 1421993X;8,593;Q1;2017;Urology (Q1)
110;20191;Academy of Management Journal;14273;8,548;Q1;2017;"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
111;39139;International Organization;15315088, 00208183;8,527;Q1;2017;"Law (Q1); Organizational Behavior and Human Resource Management (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
112;4700152228;Molecular Systems Biology;17444292;8,504;Q1;2017;"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Computational Theory and Mathematics (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Information Systems (Q1); Medicine (miscellaneous) (Q1)"
113;17814;Materials Science and Engineering: R: Reports;0927796X;8,408;Q1;2017;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
114;19700200701;Annual Review of Economics;19411383, 19411391;8,37;Q1;2017;Economics and Econometrics (Q1)
115;21100198409;Nature Climate Change;17586798, 1758678X;8,341;Q1;2017;"Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)"
116;28677;Living Reviews in Relativity;14338351, 23673613;8,322;Q1;2017;Physics and Astronomy (miscellaneous) (Q1)
117;21100199127;Advanced Energy Materials;16146832, 16146840;8,23;Q1;2017;"Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
118;22680;Journal of the American Chemical Society;15205126, 00027863;8,127;Q1;2017;"Biochemistry (Q1); Catalysis (Q1); Chemistry (miscellaneous) (Q1); Colloid and Surface Chemistry (Q1)"
119;21100228547;JAMA Psychiatry;21686238, 2168622X;8,097;Q1;2017;"Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
120;21100228546;JAMA Internal Medicine;21686114, 21686106;8,032;Q1;2017;Internal Medicine (Q1)
121;23157;Strategic Management Journal;10970266, 01432095;8,006;Q1;2017;"Business and International Management (Q1); Strategy and Management (Q1)"
122;21100797856;Journal of Extracellular Vesicles;20013078;7,973;Q1;2017;"Cell Biology (Q1); Histology (Q1)"
123;28330;Gastroenterology;15280012, 00165085;7,958;Q1;2017;Gastroenterology (Q1)
124;26555;Annual Review of Physical Chemistry;0066426X, 15451593;7,926;Q1;2017;Physical and Theoretical Chemistry (Q1)
125;4600151524;Annual Review of Clinical Psychology;15485951, 15485943;7,903;Q1;2017;"Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1)"
126;20206;Academy of Management Review;3637425;7,88;Q1;2017;"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
127;22961;Journal of Marketing Research;00222437, 15477193;7,819;Q1;2017;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
128;21100220495;Lancet Respiratory Medicine,The;22132619, 22132600;7,746;Q1;2017;Pulmonary and Respiratory Medicine (Q1)
129;19136;Annals of the Rheumatic Diseases;00034967, 14682060;7,699;Q1;2017;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)"
130;15870;Journal of Clinical Investigation;00219738, 15588238;7,616;Q1;2017;Medicine (miscellaneous) (Q1)
131;17552;Acta Neuropathologica;00016322, 14320533;7,589;Q1;2017;"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)"
132;23714;Marketing Science;07322399, 1526548X;7,58;Q1;2017;"Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1)"
133;24870;Journal of Human Resources;15488004, 0022166X;7,563;Q1;2017;"Economics and Econometrics (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)"
134;21100201068;Cell Reports;22111247;7,552;Q1;2017;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)
135;20278;Microbiology and Molecular Biology Reviews;10985557, 10922172;7,524;Q1;2017;"Immunology and Microbiology (miscellaneous)  (Q1); Molecular Biology (Q1)"
136;19049;Trends in Genetics;01689525, 13624555;7,5;Q1;2017;Genetics (Q1)
137;19700176402;Cold Spring Harbor perspectives in biology;19430264;7,471;Q1;2017;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)
138;21100780831;Nature Reviews Disease Primers;2056676X;7,467;Q1;2017;Medicine (miscellaneous) (Q1)
139;26574;Annals of Internal Medicine;15393704, 00034819;7,466;Q1;2017;"Internal Medicine (Q1); Medicine (miscellaneous) (Q1)"
140;21677;American Journal of Human Genetics;15376605, 00029297;7,45;Q1;2017;"Genetics (Q1); Genetics (clinical) (Q1)"
141;17853;Nano Letters;15306992, 15306984;7,447;Q1;2017;"Bioengineering (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Nanoscience and Nanotechnology (Q1)"
142;28366;Gut;14683288, 00175749;7,44;Q1;2017;Gastroenterology (Q1)
143;28980;Journal of Economic Perspectives;8953309;7,374;Q1;2017;Economics and Econometrics (Q1)
144;21365;Trends in Immunology;14714906, 14714981;7,364;Q1;2017;"Immunology (Q1); Immunology and Allergy (Q1)"
145;19614;Annual Review of Microbiology;00664227, 15453251;7,361;Q1;2017;Microbiology (Q1)
146;27165;Journal of Economic Literature;220515;7,339;Q1;2017;Economics and Econometrics (Q1)
147;26465;Progress in Polymer Science;796700;7,261;Q1;2017;"Ceramics and Composites (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1)"
148;17555;Journal of Monetary Economics;3043932;7,204;Q1;2017;"Economics and Econometrics (Q1); Finance (Q1)"
149;11500153511;ACS Nano;1936086X, 19360851;7,203;Q1;2017;"Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physics and Astronomy (miscellaneous) (Q1)"
150;18503;Current Opinion in Cell Biology;09550674, 18790410;7,202;Q1;2017;Cell Biology (Q1)
151;4700152457;Nano Today;17480132;7,191;Q1;2017;"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Pharmaceutical Science (Q1)"
152;21100773752;Nature Microbiology;20585276;7,139;Q1;2017;"Applied Microbiology and Biotechnology (Q1); Cell Biology (Q1); Genetics (Q1); Immunology (Q1); Microbiology (Q1); Microbiology (medical) (Q1)"
153;21100242814;eLife;2050084X;7,121;Q1;2017;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)"
154;17600155130;NCHS data brief;19414927, 19414935;7,117;Q1;2017;Medicine (miscellaneous) (Q1)
155;24769;Materials Today;13697021;7,111;Q1;2017;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
156;24204;Review of Economics and Statistics;00346535, 15309142;7,088;Q1;2017;"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)"
157;24527;Acta Mathematica;15962;7,066;Q1;2017;Mathematics (miscellaneous) (Q1)
158;19708;FEMS Microbiology Reviews;01686445, 15746976;7,063;Q1;2017;"Infectious Diseases (Q1); Microbiology (Q1)"
159;17435;EMBO Journal;02614189, 14602075;7,058;Q1;2017;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)"
160;15359;Trends in Cognitive Sciences;1879307X, 13646613;7,049;Q1;2017;"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Neuropsychology and Physiological Psychology (Q1)"
161;6200180159;World Psychiatry;17238617;7,027;Q1;2017;Psychiatry and Mental Health (Q1)
162;13531;Journal of the Royal Statistical Society. Series B: Statistical Methodology;14679868, 13697412;7,005;Q1;2017;"Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
163;21100212318;Cancer Discovery;21598274, 21598290;6,996;Q1;2017;Oncology (Q1)
164;13969;Psychological Science in the Public Interest, Supplement;15396053, 15291006;6,993;Q1;2017;Psychology (miscellaneous) (Q1)
165;29857;Journal of Accounting Research;1475679X, 00218456;6,957;Q1;2017;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
166;29838;Journal of Accounting and Economics;1654101;6,875;Q1;2017;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)"
167;28418;Brookings Papers on Economic Activity;00072303, 15334465;6,851;Q1;2017;"Business, Management and Accounting (miscellaneous) (Q1); Economics and Econometrics (Q1)"
168;13900;Cell Research;17487838, 10010602;6,839;Q1;2017;"Cell Biology (Q1); Molecular Biology (Q1)"
169;14599;Ecology Letters;1461023X, 14610248;6,825;Q1;2017;Ecology, Evolution, Behavior and Systematics (Q1)
170;23063;Circulation Research;00097330, 15244571;6,813;Q1;2017;"Cardiology and Cardiovascular Medicine (Q1); Physiology (Q1)"
171;27498;Annual Review of Medicine;1545326X, 00664219;6,79;Q1;2017;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
172;17600155041;Nature Geoscience;17520908, 17520894;6,752;Q1;2017;Earth and Planetary Sciences (miscellaneous) (Q1)
173;27538;Progress in Energy and Combustion Science;3601285;6,751;Q1;2017;"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)"
174;19479;Annual Review of Pharmacology and Toxicology;15454304, 03621642;6,718;Q1;2017;"Pharmacology (Q1); Toxicology (Q1)"
175;24535;Acta Numerica;14740508, 09624929;6,709;Q1;2017;"Mathematics (miscellaneous) (Q1); Numerical Analysis (Q1)"
176;25491;Diabetes Care;19355548, 01495992;6,693;Q1;2017;"Advanced and Specialized Nursing (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)"
177;23262;Inventiones Mathematicae;00209910, 14321297;6,613;Q1;2017;Mathematics (miscellaneous) (Q1)
178;19700182758;Nature Communications;20411723;6,582;Q1;2017;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
179;19939;Trends in Neurosciences;03785912, 01662236, 1878108X;6,559;Q1;2017;Neuroscience (miscellaneous) (Q1)
180;18525;Developmental Cell;15345807, 18781551;6,558;Q1;2017;Developmental Biology (Q1)
181;25725;World Politics;00438871, 10863338;6,544;Q1;2017;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
182;17700156734;Nature Reviews Clinical Oncology;17594782, 17594774;6,541;Q1;2017;Oncology (Q1)
183;12812;Personality and Social Psychology Review;10888683, 15327957;6,495;Q1;2017;Social Psychology (Q1)
184;21100241219;JACC: Heart Failure;22131787, 22131779;6,484;Q1;2017;Cardiology and Cardiovascular Medicine (Q1)
185;18555;Journal of Cell Biology;15408140, 00219525;6,479;Q1;2017;"Cell Biology (Q1); Medicine (miscellaneous) (Q1)"
186;20635;Journal of Management;01492063, 15571211;6,462;Q1;2017;"Finance (Q1); Strategy and Management (Q1)"
187;11600153640;Quarterly Journal of Political Science;15540634, 15540626;6,453;Q1;2017;"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
188;29229;Physics Reports;3701573;6,452;Q1;2017;Physics and Astronomy (miscellaneous) (Q1)
189;19700188395;Annual Review of Marine Science;19410611, 19411405;6,449;Q1;2017;Oceanography (Q1)
190;25454;Blood;15280020, 00064971;6,434;Q1;2017;"Biochemistry (Q1); Cell Biology (Q1); Hematology (Q1); Immunology (Q1)"
191;18567;Fungal Diversity;15602745, 18789129;6,432;Q1;2017;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
192;12286;Surface Science Reports;01675729, 1879274X;6,425;Q1;2017;"Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)"
193;19133;Annual Review of Entomology;00664170, 15454487;6,403;Q1;2017;"Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1)"
194;26038;Endocrine Reviews;19457189, 0163769X;6,402;Q1;2017;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1)"
